Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision
47-073-6440,58.0,Female,Middle,Divorced,Master's,High,Taiyuan,Mobile Accessories,$600.0,4,Online,3,2,1.0,High,Very Sensitive,0,4,High,Desktop,Cash,10/8/2024,False,False,Wants-based,Standard,1
50-303-1693,98.0,Female,Middle,Married,High School,High,Chatturat,Baby Products,$600.0,10,Online,5,3,0.0,Medium,Very Sensitive,1,4,Low,Desktop,Credit Card,6/4/2024,False,False,Wants-based,Standard,4
69-157-9577,102.0,Male,High,Divorced,Master's,High,Paisha,Toys & Games,$600.0,7,Mixed,3,4,1.0,None,Somewhat Sensitive,1,9,High,Desktop,Credit Card,8/13/2024,True,True,Need-based,No Preference,9
09-513-4923,132.0,Male,High,Divorced,Master's,High,Kadugadung,Travel & Leisure (Flights,$600.0,10,Online,2,3,0.0,Medium,Not Sensitive,1,6,High,Desktop,PayPal,3/27/2024,False,False,Need-based,Express,8
82-975-8569,60.0,Male,High,Widowed,Bachelor's,High,Paris 15,Luxury Goods,$600.0,12,Mixed,5,1,1.0,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,1/6/2024,False,True,Planned,Standard,1
70-774-7728,104.0,Female,Middle,Widowed,Master's,Middle,Dualing,Toys & Games,$600.0,2,In-Store,3,3,2.0,Medium,Very Sensitive,2,1,Low,Tablet,PayPal,8/26/2024,True,False,Impulsive,No Preference,6
13-015-8097,51.0,Female,High,Single,Bachelor's,High,Adelaide,Sports & Outdoors,$600.0,11,Mixed,4,3,0.0,High,Very Sensitive,0,6,None,Tablet,PayPal,5/20/2024,False,False,Impulsive,No Preference,11
68-391-7279,21.0,Male,High,Widowed,Bachelor's,Middle,Pingshi,Gardening & Outdoors,$50.0,5,Mixed,1,1,1.0,Medium,Very Sensitive,2,6,None,Smartphone,PayPal,7/19/2024,True,False,Planned,Express,10
28-764-3337,88.0,Male,Middle,Divorced,Bachelor's,Middle,Renshan,Electronics,$600.0,11,Mixed,4,3,2.0,Low,Not Sensitive,1,7,None,Tablet,Other,12/8/2024,False,True,Wants-based,Express,8
00-285-9607,122.0,Female,Middle,Married,Bachelor's,Middle,Sobinka,Clothing,$600.0,10,Mixed,1,1,0.0,Low,Somewhat Sensitive,2,7,None,Desktop,PayPal,5/28/2024,False,False,Planned,Standard,1
04-832-3559,130.0,Male,Middle,Widowed,Bachelor's,Middle,Narol,Beauty & Personal Care,$600.0,5,In-Store,5,2,0.0,Medium,Not Sensitive,0,4,Medium,Desktop,Cash,5/26/2024,True,False,Need-based,No Preference,4
27-613-5005,35.0,Male,Middle,Widowed,Master's,High,Fresno,Office Supplies,$239.19,8,Online,4,5,1.0,High,Not Sensitive,0,6,None,Tablet,Credit Card,6/6/2024,False,False,Wants-based,Standard,11
49-825-3438,56.0,Male,High,Widowed,High School,High,Vabalninkas,Mobile Accessories,$600.0,2,In-Store,2,4,0.0,None,Somewhat Sensitive,2,2,Medium,Smartphone,Cash,2/27/2024,False,True,Impulsive,Express,13
31-783-9785,106.0,Female,High,Divorced,Master's,Middle,Jambuwerkrajan,Toys & Games,$600.0,3,Online,4,2,2.0,Low,Very Sensitive,0,9,Medium,Smartphone,Credit Card,7/17/2024,True,True,Impulsive,Standard,4
58-059-8187,114.0,Male,High,Widowed,High School,Middle,Ozubulu,Health Supplements,$600.0,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,7/8/2024,False,True,Wants-based,Standard,8
74-882-6648,107.0,Female,High,Married,High School,High,Nakhchivan,Arts & Crafts,$600.0,7,In-Store,3,4,0.0,High,Very Sensitive,2,3,High,Desktop,Debit Card,6/19/2024,False,True,Wants-based,Express,1
03-180-9200,81.0,Male,High,Divorced,Bachelor's,Middle,Curumaní,Packages),$600.0,6,In-Store,3,2,1.0,None,Very Sensitive,0,4,None,Desktop,Credit Card,5/17/2024,False,True,Impulsive,No Preference,11
46-578-1425,67.0,Male,High,Divorced,Master's,High,Praia,Animal Feed,$600.0,10,Online,5,5,0.0,None,Somewhat Sensitive,0,6,Low,Desktop,Credit Card,10/20/2024,True,False,Need-based,Express,7
13-588-5783,98.0,Female,Middle,Married,High School,Middle,São Cristóvão,Toys & Games,$600.0,2,Online,4,5,1.0,None,Somewhat Sensitive,1,6,None,Smartphone,Debit Card,9/19/2024,True,False,Planned,Standard,13
25-085-7917,78.0,Female,Middle,Single,High School,High,Pallisa,Hotels,$600.0,5,In-Store,2,1,2.0,Medium,Not Sensitive,0,10,High,Smartphone,Other,5/21/2024,True,False,Impulsive,No Preference,11
66-085-1226,114.0,Female,Middle,Married,Master's,High,San Pascual,Groceries,$600.0,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,2/5/2024,False,False,Wants-based,No Preference,4
37-037-1765,138.0,Male,High,Married,Bachelor's,Middle,‘Aşīrah ash Shamālīyah,Jewelry & Accessories,$600.0,6,In-Store,1,3,1.0,High,Very Sensitive,0,4,Low,Smartphone,Debit Card,2/29/2024,False,False,Impulsive,Express,11
48-630-6410,116.0,Male,High,Divorced,Master's,High,Dom Pedrito,Groceries,$600.0,10,In-Store,3,4,1.0,None,Somewhat Sensitive,1,3,Medium,Smartphone,Debit Card,7/4/2024,True,False,Planned,Express,10
50-471-0212,137.0,Female,High,Single,Bachelor's,High,San Sebastián de Yalí,Jewelry & Accessories,$600.0,4,Mixed,3,3,1.0,Medium,Not Sensitive,0,3,Medium,Smartphone,Cash,10/29/2024,False,False,Impulsive,Standard,8
48-642-5768,81.0,Female,Middle,Widowed,Bachelor's,Middle,Shchëkino,Packages),$600.0,7,Online,3,5,2.0,Low,Very Sensitive,0,9,Medium,Tablet,Other,10/17/2024,True,False,Planned,Standard,2
15-152-9751,41.0,Female,High,Married,High School,Middle,Turkestan,Furniture,$430.48,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,11/4/2024,True,True,Wants-based,Standard,4
23-451-9920,63.0,Male,Middle,Divorced,Master's,High,Rzeczenica,Luxury Goods,$600.0,12,Mixed,3,5,2.0,Low,Very Sensitive,0,6,None,Desktop,PayPal,11/21/2024,True,True,Planned,No Preference,1
09-775-4058,56.0,Male,High,Married,High School,High,Perzów,Mobile Accessories,$600.0,12,Online,2,4,2.0,Low,Somewhat Sensitive,0,4,High,Desktop,Other,3/25/2024,True,True,Planned,Express,12
43-595-0966,90.0,Male,Middle,Married,Master's,Middle,Sabon Gari-Nangere,Software & Apps,$600.0,2,In-Store,1,3,0.0,High,Very Sensitive,1,7,None,Desktop,Debit Card,4/20/2024,False,False,Need-based,Standard,12
56-592-0089,70.0,Female,Middle,Divorced,Master's,High,Hengshui,Health Care,$600.0,10,Mixed,5,3,0.0,Low,Somewhat Sensitive,1,9,Low,Desktop,Credit Card,4/14/2024,True,True,Planned,No Preference,7
29-374-1297,69.0,Female,Middle,Widowed,High School,Middle,Nantes,Animal Feed,$600.0,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,6/4/2024,True,True,Wants-based,Standard,8
80-728-6133,20.0,Male,Middle,Divorced,High School,Middle,Tamorot,Gardening & Outdoors,$50.0,5,Mixed,5,1,2.0,High,Very Sensitive,1,1,Low,Desktop,PayPal,1/28/2024,True,False,Planned,No Preference,14
58-502-7490,112.0,Male,High,Widowed,Bachelor's,High,Sinchao,Health Supplements,$600.0,6,Mixed,4,4,0.0,Medium,Very Sensitive,2,2,None,Smartphone,PayPal,5/15/2024,False,False,Impulsive,Standard,6
23-537-0742,46.0,Male,Middle,Widowed,Bachelor's,High,Anding,Furniture,$408.31,11,Mixed,4,5,0.0,High,Very Sensitive,2,8,Low,Tablet,Other,7/19/2024,True,False,Planned,No Preference,3
22-483-3115,106.0,Female,High,Single,Bachelor's,Middle,Rukem,Arts & Crafts,$600.0,6,Online,3,2,0.0,Medium,Very Sensitive,0,2,High,Desktop,Cash,4/15/2024,False,False,Wants-based,Express,6
57-372-5969,120.0,Male,High,Divorced,Master's,High,Bogovarovo,Clothing,$600.0,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,9/11/2024,False,False,Planned,Express,13
37-283-9076,44.0,Female,Middle,Single,High School,High,Valbo,Furniture,$416.63,7,In-Store,5,3,2.0,None,Not Sensitive,1,5,Low,Desktop,Cash,3/10/2024,False,False,Planned,Standard,8
39-075-3518,50.0,Male,Middle,Widowed,High School,High,Jaguaruana,Sports & Outdoors,$600.0,6,Mixed,2,5,0.0,High,Not Sensitive,0,6,Low,Desktop,Other,1/14/2024,False,False,Impulsive,No Preference,1
84-315-7189,59.0,Female,High,Married,Bachelor's,Middle,Ţāqchah Khānah,Mobile Accessories,$600.0,12,Mixed,4,5,1.0,High,Somewhat Sensitive,0,9,High,Smartphone,Debit Card,5/29/2024,False,False,Wants-based,Standard,3
75-964-5589,51.0,Male,High,Widowed,Master's,High,Lipovci,Sports & Outdoors,$600.0,5,Mixed,4,3,0.0,Medium,Not Sensitive,2,7,None,Smartphone,Debit Card,8/31/2024,False,True,Need-based,Express,14
06-594-3417,94.0,Male,High,Single,Bachelor's,High,Panagyurishte,Software & Apps,$600.0,10,In-Store,3,1,2.0,Low,Somewhat Sensitive,1,9,High,Desktop,Other,12/23/2024,True,True,Wants-based,Express,14
08-297-3351,73.0,Male,High,Single,Master's,High,Thị Trấn Than Uyên,Health Care,$600.0,10,Online,2,2,2.0,None,Very Sensitive,0,8,High,Tablet,Cash,1/16/2024,True,True,Wants-based,Standard,11
05-546-5128,53.0,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,$598.39,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,3/4/2024,True,True,Impulsive,No Preference,3
79-759-6726,36.0,Male,High,Widowed,High School,High,Kłoczew,Home Appliances,$273.51,3,In-Store,2,4,1.0,Medium,Very Sensitive,1,3,None,Smartphone,Other,9/24/2024,False,True,Wants-based,Express,11
12-851-1771,86.0,Female,High,Married,High School,High,Zhukovo,Electronics,$600.0,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,10/7/2024,False,True,Need-based,No Preference,10
79-960-1714,131.0,Male,Middle,Single,Master's,High,Nyköping,Travel & Leisure (Flights,$600.0,2,In-Store,3,3,0.0,Low,Very Sensitive,1,9,Low,Smartphone,Credit Card,3/25/2024,True,False,Impulsive,No Preference,7
30-417-6981,100.0,Male,High,Married,Master's,High,Jianmin,Baby Products,$600.0,3,In-Store,1,5,2.0,High,Very Sensitive,1,8,None,Tablet,Debit Card,8/20/2024,False,False,Impulsive,Express,11
91-532-5399,112.0,Male,Middle,Single,Master's,Middle,Bucaramanga,Health Supplements,$600.0,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,12/7/2024,True,True,Need-based,Standard,8
89-997-9041,36.0,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,$173.67,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,9/3/2024,False,False,Need-based,Standard,11
26-235-6745,137.0,Female,High,Widowed,Master's,High,Kyoto,Jewelry & Accessories,$600.0,12,Mixed,5,1,0.0,High,Not Sensitive,2,1,None,Desktop,PayPal,2/9/2024,False,True,Wants-based,No Preference,6
99-080-9462,47.0,Male,High,Single,High School,Middle,Saraburi,Books,$458.69,3,Mixed,1,5,2.0,High,Not Sensitive,2,10,Medium,Tablet,Other,3/27/2024,False,False,Wants-based,Express,6
87-056-8987,117.0,Female,High,Widowed,High School,Middle,Negeriagung,Groceries,$600.0,10,In-Store,5,3,0.0,Medium,Very Sensitive,1,1,Low,Desktop,Credit Card,12/29/2024,False,False,Wants-based,Standard,2
06-160-8063,51.0,Male,Middle,Divorced,High School,High,Latacunga,Sports & Outdoors,$600.0,4,Online,5,3,2.0,Low,Not Sensitive,1,9,None,Desktop,Credit Card,10/20/2024,False,False,Planned,Express,1
73-434-2308,57.0,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,$600.0,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,9/3/2024,False,False,Need-based,No Preference,6
84-260-6464,57.0,Female,Middle,Married,Bachelor's,High,Tabuc Pontevedra,Mobile Accessories,$600.0,7,In-Store,1,5,0.0,Low,Not Sensitive,1,6,Low,Smartphone,PayPal,3/13/2024,True,True,Need-based,Standard,8
00-149-4481,116.0,Female,High,Divorced,Master's,High,Kabale,Groceries,$600.0,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2/4/2024,False,True,Need-based,No Preference,3
05-710-6109,37.0,Female,High,Divorced,Master's,High,Malveira,Home Appliances,$290.35,7,Mixed,2,3,2.0,None,Very Sensitive,2,3,Low,Desktop,Debit Card,3/31/2024,True,False,Impulsive,No Preference,14
84-724-8407,136.0,Female,High,Divorced,Bachelor's,Middle,Veiga,Jewelry & Accessories,$600.0,8,Online,3,3,1.0,None,Very Sensitive,2,4,High,Tablet,Cash,7/17/2024,True,True,Planned,Express,8
45-795-1873,83.0,Male,High,Widowed,Master's,Middle,Jagistay,Packages),$600.0,7,Mixed,3,4,2.0,High,Not Sensitive,0,4,High,Tablet,Credit Card,6/16/2024,True,True,Need-based,No Preference,12
06-647-3248,88.0,Female,High,Single,Master's,High,Yuannan,Electronics,$600.0,7,Mixed,4,3,0.0,Medium,Not Sensitive,1,10,High,Tablet,Credit Card,4/13/2024,True,True,Planned,No Preference,6
06-767-5206,111.0,Male,High,Single,Bachelor's,Middle,Mount Darwin,Health Supplements,$600.0,4,In-Store,4,4,1.0,None,Very Sensitive,1,5,None,Tablet,Credit Card,8/12/2024,True,False,Wants-based,No Preference,1
94-288-4423,126.0,Female,High,Widowed,Master's,High,Qal‘eh-ye Khvājeh,Beauty & Personal Care,$600.0,12,In-Store,1,4,0.0,None,Somewhat Sensitive,0,6,None,Desktop,PayPal,12/17/2024,True,False,Impulsive,Express,3
49-891-9711,130.0,Male,Middle,Divorced,Master's,Middle,Veiga,Travel & Leisure (Flights,$600.0,3,Mixed,4,5,0.0,Medium,Not Sensitive,2,6,None,Desktop,Cash,9/25/2024,False,False,Need-based,No Preference,7
08-806-0588,114.0,Male,High,Single,High School,Middle,Al Qarārah,Health Supplements,$600.0,11,In-Store,2,5,2.0,High,Somewhat Sensitive,0,4,Medium,Smartphone,Other,6/24/2024,True,False,Impulsive,Express,11
94-746-2001,28.0,Female,Middle,Married,Bachelor's,Middle,Fandriana,Office Supplies,$211.08,9,Mixed,3,4,1.0,Low,Somewhat Sensitive,2,4,Medium,Smartphone,Credit Card,11/18/2024,True,False,Need-based,Standard,13
38-943-5744,136.0,Female,High,Married,Bachelor's,High,Carregueira,Jewelry & Accessories,$600.0,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,8/6/2024,True,False,Impulsive,Standard,13
98-535-8497,123.0,Male,High,Divorced,Master's,Middle,Lincheng,Clothing,$600.0,12,Mixed,3,2,1.0,Low,Not Sensitive,1,1,Medium,Tablet,Cash,9/15/2024,False,False,Planned,Express,4
33-243-8793,61.0,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,$600.0,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,7/8/2024,True,False,Planned,Standard,7
99-581-5577,21.0,Male,High,Single,High School,High,Yläne,Gardening & Outdoors,$50.0,6,Mixed,4,1,2.0,None,Somewhat Sensitive,0,6,Low,Desktop,Debit Card,10/17/2024,False,True,Planned,No Preference,6
64-180-2404,23.0,Male,Middle,Divorced,High School,High,Cendagah,Gardening & Outdoors,$50.0,10,Online,1,4,1.0,Medium,Somewhat Sensitive,2,9,High,Tablet,Cash,6/16/2024,True,True,Wants-based,Express,13
73-097-0986,72.0,Male,Middle,Single,Master's,High,Fīrūzābād,Hotels,$600.0,2,In-Store,4,2,0.0,None,Somewhat Sensitive,1,8,Low,Tablet,Other,10/30/2024,True,False,Wants-based,Standard,13
88-051-0567,102.0,Female,High,Widowed,High School,High,Trondheim,Toys & Games,$600.0,11,In-Store,1,5,2.0,None,Very Sensitive,1,8,High,Smartphone,PayPal,8/13/2024,False,True,Wants-based,Express,6
44-715-9594,86.0,Female,Middle,Widowed,Bachelor's,High,Yakovlevo,Electronics,$600.0,3,Mixed,1,1,2.0,Medium,Somewhat Sensitive,0,4,None,Desktop,PayPal,9/3/2024,True,False,Impulsive,Express,1
84-188-6577,21.0,Male,Middle,Widowed,High School,High,Katav-Ivanovsk,Gardening & Outdoors,$50.0,8,Online,5,3,0.0,High,Somewhat Sensitive,1,3,None,Smartphone,PayPal,7/1/2024,False,True,Wants-based,No Preference,8
19-116-4723,69.0,Male,High,Married,High School,High,Voznesenskoye,Animal Feed,$600.0,7,In-Store,4,1,0.0,Low,Very Sensitive,0,1,None,Desktop,Cash,5/11/2024,True,False,Wants-based,Standard,8
21-783-9242,117.0,Male,High,Divorced,Master's,High,Voskhod,Groceries,$600.0,3,In-Store,2,5,2.0,High,Very Sensitive,1,9,None,Desktop,PayPal,9/28/2024,True,False,Planned,Express,8
95-528-2313,85.0,Female,Middle,Married,Bachelor's,High,Gudja,Electronics,$600.0,3,Mixed,3,3,0.0,High,Somewhat Sensitive,1,9,None,Smartphone,Other,2/18/2024,True,True,Wants-based,Express,3
94-682-4886,19.0,Male,Middle,Single,Bachelor's,High,Gawul,Gardening & Outdoors,$50.0,12,Mixed,3,2,0.0,High,Not Sensitive,0,5,High,Tablet,PayPal,11/28/2024,True,False,Need-based,Express,2
55-944-9669,122.0,Female,Middle,Divorced,Master's,High,Sobeok,Clothing,$600.0,5,Mixed,1,4,2.0,Low,Very Sensitive,1,4,Low,Desktop,Cash,11/15/2024,True,False,Wants-based,No Preference,1
32-314-2958,34.0,Male,Middle,Married,Master's,High,Nanhuang,Home Appliances,$315.58,7,Mixed,2,4,0.0,High,Somewhat Sensitive,0,7,None,Tablet,Cash,7/24/2024,True,True,Impulsive,No Preference,1
67-697-2331,119.0,Male,Middle,Married,Master's,High,Tanudan,Groceries,$600.0,4,Mixed,1,4,1.0,None,Somewhat Sensitive,2,8,Low,Smartphone,Credit Card,1/27/2024,True,True,Wants-based,No Preference,4
28-855-1639,85.0,Male,High,Single,High School,Middle,Jiaozuo,Electronics,$600.0,6,Online,5,5,2.0,High,Somewhat Sensitive,2,4,High,Smartphone,Debit Card,5/15/2024,False,True,Need-based,No Preference,13
38-069-8615,92.0,Female,Middle,Married,Bachelor's,Middle,Takāb,Software & Apps,$600.0,6,Mixed,2,4,0.0,High,Somewhat Sensitive,1,7,None,Smartphone,Other,1/20/2024,True,False,Impulsive,Express,7
58-233-5963,128.0,Male,High,Single,Bachelor's,High,Gualeguay,Travel & Leisure (Flights,$600.0,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,4/11/2024,False,True,Planned,Standard,1
02-004-0620,113.0,Male,Middle,Single,Master's,High,Lagoa Seca,Groceries,$600.0,2,Online,3,5,1.0,None,Not Sensitive,2,2,Low,Desktop,Other,11/10/2024,True,False,Need-based,No Preference,13
78-822-9328,22.0,Male,High,Divorced,High School,Middle,Bugarama,Gardening & Outdoors,$50.0,2,In-Store,4,2,0.0,None,Somewhat Sensitive,1,6,Medium,Desktop,PayPal,4/18/2024,False,False,Wants-based,Express,14
73-359-1998,63.0,Female,Middle,Divorced,Bachelor's,Middle,Dicamay,Mobile Accessories,$600.0,11,Mixed,5,4,0.0,Medium,Somewhat Sensitive,0,6,High,Tablet,PayPal,4/24/2024,False,True,Impulsive,Express,2
84-459-7736,61.0,Female,Middle,Widowed,Master's,Middle,Xiluodu,Luxury Goods,$600.0,5,Online,2,2,0.0,High,Very Sensitive,1,6,Medium,Desktop,PayPal,11/19/2024,True,False,Need-based,Express,1
07-395-5818,123.0,Male,High,Single,High School,High,Ḩabābah,Clothing,$600.0,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,1/12/2024,False,False,Impulsive,Standard,1
07-560-6637,121.0,Female,Middle,Divorced,Master's,High,Lobuk,Clothing,$600.0,7,In-Store,4,5,0.0,None,Not Sensitive,0,1,None,Tablet,Debit Card,3/11/2024,True,False,Planned,No Preference,8
61-926-1691,34.0,Male,High,Divorced,High School,Middle,Waiwukak,Office Supplies,$183.56,7,In-Store,5,3,1.0,None,Very Sensitive,2,6,Low,Smartphone,PayPal,10/11/2024,False,False,Wants-based,Express,7
68-129-1060,107.0,Female,High,Divorced,Bachelor's,High,Abaeté,Arts & Crafts,$600.0,6,In-Store,5,5,0.0,Medium,Very Sensitive,0,7,Low,Desktop,Other,12/15/2024,False,True,Impulsive,Standard,7
04-052-5592,25.0,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,$105.68,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,6/11/2024,True,True,Impulsive,Standard,12
41-215-6092,47.0,Female,High,Single,High School,High,Zubūbah,Books,$501.98,12,In-Store,2,5,0.0,None,Very Sensitive,0,9,Low,Tablet,Credit Card,5/8/2024,False,True,Planned,Express,6
89-833-7175,63.0,Male,Middle,Widowed,High School,High,Kęsowo,Animal Feed,$600.0,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,10/12/2024,True,False,Planned,Standard,9
08-117-9893,95.0,Male,High,Single,High School,Middle,Colombo,Baby Products,$600.0,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,10/5/2024,True,False,Wants-based,Express,12
24-109-2173,28.0,Female,High,Single,Bachelor's,High,Messíni,Food & Beverages,$109.98,2,Online,1,5,1.0,High,Very Sensitive,1,2,None,Tablet,PayPal,11/19/2024,False,True,Wants-based,Standard,10
79-939-2140,71.0,Male,Middle,Widowed,High School,High,Yishui,Health Care,$600.0,6,Online,5,1,1.0,Low,Somewhat Sensitive,1,8,None,Tablet,Debit Card,1/12/2024,False,True,Need-based,Standard,9
95-999-0984,81.0,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Packages),$600.0,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,12/9/2024,True,True,Planned,No Preference,10
64-799-3174,134.0,Male,Middle,Divorced,Master's,Middle,Buzen,Travel & Leisure (Flights,$600.0,3,In-Store,1,5,0.0,Medium,Somewhat Sensitive,2,7,None,Smartphone,PayPal,1/15/2024,False,False,Wants-based,No Preference,6
27-018-2262,131.0,Female,Middle,Married,Bachelor's,Middle,Bom Jesus do Itabapoana,Travel & Leisure (Flights,$600.0,4,In-Store,4,4,2.0,None,Somewhat Sensitive,1,6,High,Smartphone,Debit Card,11/21/2024,False,False,Wants-based,Express,3
38-881-0766,128.0,Male,Middle,Widowed,High School,Middle,Centenario,Beauty & Personal Care,$600.0,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,7/5/2024,False,True,Need-based,No Preference,7
17-344-8603,66.0,Male,High,Divorced,Bachelor's,Middle,Al Jīzah,Animal Feed,$600.0,9,In-Store,4,1,0.0,Low,Not Sensitive,1,6,High,Tablet,PayPal,11/15/2024,True,True,Need-based,No Preference,8
51-387-9144,89.0,Male,High,Single,Master's,Middle,Thị Trấn Cẩm Thủy,Electronics,$600.0,8,Online,5,2,1.0,None,Somewhat Sensitive,2,10,High,Desktop,PayPal,7/6/2024,False,True,Impulsive,Express,3
42-101-8525,25.0,Male,Middle,Widowed,Bachelor's,Middle,Curahkalak Tengah,Gardening & Outdoors,$50.0,9,Mixed,2,1,2.0,High,Not Sensitive,2,8,Medium,Smartphone,Other,8/23/2024,False,True,Need-based,Express,13
69-157-6752,83.0,Male,Middle,Single,Bachelor's,Middle,Ebu,Electronics,$600.0,5,Online,4,1,2.0,Medium,Somewhat Sensitive,2,5,None,Desktop,Other,8/30/2024,True,True,Planned,Express,14
27-843-5553,55.0,Female,Middle,Single,Bachelor's,Middle,Tío Pujio,Mobile Accessories,$600.0,6,Online,1,4,2.0,High,Very Sensitive,2,5,Low,Smartphone,Credit Card,3/16/2024,True,False,Impulsive,Standard,7
04-468-5487,32.0,Male,Middle,Married,High School,High,Créteil,Office Supplies,$181.49,12,In-Store,2,1,2.0,None,Somewhat Sensitive,1,1,None,Tablet,Debit Card,8/17/2024,False,False,Impulsive,Standard,12
08-584-8296,26.0,Female,Middle,Divorced,High School,High,Shaxi,Food & Beverages,$134.16,4,Mixed,3,1,2.0,Low,Very Sensitive,0,8,High,Smartphone,Debit Card,2/27/2024,False,False,Wants-based,Standard,12
81-014-4502,69.0,Female,Middle,Widowed,Master's,Middle,Kelīshād va Sūdarjān,Animal Feed,$600.0,5,Mixed,4,4,1.0,None,Not Sensitive,2,4,Medium,Smartphone,Debit Card,2/14/2024,False,True,Need-based,Express,5
65-167-9819,62.0,Male,High,Divorced,High School,Middle,Punta Gorda,Luxury Goods,$600.0,11,Online,1,3,1.0,Low,Somewhat Sensitive,0,8,High,Tablet,Credit Card,6/24/2024,True,False,Planned,No Preference,6
19-925-2376,55.0,Male,High,Single,Bachelor's,Middle,Segodim,Mobile Accessories,$600.0,11,In-Store,1,2,2.0,High,Very Sensitive,1,8,Low,Desktop,Cash,7/21/2024,False,True,Impulsive,Express,14
03-669-7519,115.0,Female,Middle,Married,Master's,High,Yinying,Health Supplements,$600.0,2,Online,3,1,1.0,None,Not Sensitive,0,1,Medium,Smartphone,Other,6/30/2024,False,True,Impulsive,Express,8
00-520-4376,130.0,Male,High,Widowed,Bachelor's,Middle,Harembo,Beauty & Personal Care,$600.0,2,In-Store,5,5,1.0,Low,Somewhat Sensitive,0,10,None,Desktop,Credit Card,10/3/2024,True,False,Planned,No Preference,1
62-701-1037,44.0,Male,Middle,Widowed,Master's,High,Lazarevac,Books,$511.41,9,Mixed,2,5,2.0,Medium,Very Sensitive,0,2,Medium,Smartphone,Credit Card,8/23/2024,True,False,Need-based,Standard,9
87-806-4478,86.0,Male,Middle,Widowed,Master's,Middle,Al Jīzah,Electronics,$600.0,8,Online,3,4,0.0,Medium,Not Sensitive,1,10,None,Tablet,Debit Card,1/13/2024,False,False,Planned,No Preference,1
04-809-8989,44.0,Female,High,Married,High School,Middle,Zhongcun,Furniture,$362.83,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,11/8/2024,False,True,Impulsive,No Preference,10
39-867-1989,59.0,Female,High,Widowed,High School,High,Gaopeng,Mobile Accessories,$600.0,4,In-Store,3,5,1.0,Medium,Somewhat Sensitive,0,6,Medium,Tablet,PayPal,1/29/2024,False,True,Wants-based,Express,8
45-584-7333,90.0,Female,High,Widowed,Master's,High,Tabonok,Electronics,$600.0,11,In-Store,1,2,1.0,None,Not Sensitive,1,1,High,Desktop,Other,3/4/2024,True,True,Wants-based,No Preference,9
85-885-6579,112.0,Male,Middle,Single,Bachelor's,Middle,Tirana,Arts & Crafts,$600.0,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,6/3/2024,False,False,Impulsive,Express,7
65-457-2840,93.0,Male,Middle,Single,High School,Middle,Maralal,Software & Apps,$600.0,5,In-Store,1,1,1.0,None,Somewhat Sensitive,2,10,Medium,Tablet,Credit Card,12/6/2024,True,False,Wants-based,Standard,1
